	Query	Path_Bandage_x	Start_Bandage_x	End_Bandage_x	Extracted_Path_x	Start_SPAligner_x	End_SPAligner_x	Path_SPAligner_x	FinalResultBandageVSSPAligner	Path_Bandage_y	Start_Bandage_y	End_Bandage_y	Extracted_Path_y	Start_GraphAligner_x	End_GraphAligner_x	Path_GraphAligner_x	FinalResultBandageVSGraphAligner	Start_SPAligner_y	End_SPAligner_y	Path_SPAligner_y	Start_GraphAligner_y	End_GraphAligner_y	Path_GraphAligner_y	SPAlignerVSGraphAligner
127	gb|NC_008618.1|-|1667063-1670624|ARO:3004480|Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin	(2940) 5663829+ (6500)	2940	6500	5663829	2940	6445	3561	Different	(2940) 5663829+ (6500)	2940	6500	5663829	2940	6500	5663829	Full	2940	6445	3561	2940	6500	5663829	Different
128	gb|U00096.3|-|3203309-3204131|ARO:3002986|bacA	(1167) 840686+ (1986) , 6909904+ (775)	1167, 775	1986, 775	840686,6909904	1167	1931	822	Different	(1167) 840686+ (1986) , 6909904+ (775)	1167, 775	1986, 775	840686,6909904	1167	1988	840686	Different	1167	1931	822	1167	1988	840686	Different
129	gb|U00096.3|-|721055-721733|ARO:3003841|kdpE	(98) 31522874- (775)	98	775	31522874	98	720	678	Different	(98) 31522874- (775)	98	775	31522874	98	775	31522874	Full	98	720	678	98	775	31522874	Different
130	gb|U00096|+|2367070-2368039|ARO:3003578|pmrF	(360) 459768+ (1328)	360	1328	459768	360	1273	969	Different	(360) 459768+ (1328)	360	1328	459768	360	1328	459768	Full	360	1273	969	360	1328	459768	Different
131	gb|U12338|+|5055-5520|ARO:3002528|AAC(3)-Ia	(71) 402256+ (535)	71	535	402256	71	480	465	Different	(71) 402256+ (535)	71	535	402256	71	535	402256	Full	71	480	465	71	535	402256	Different
132	gb|U59183|+|247-859|ARO:3002581|AAC(6')-Ib10	(77) 36782492-, 3274129-, 60915537-, 2728545- (580) , (49) 25779977-, 60915537-, 2728545- (580) , (14) 24065316+, 3274129-, 60915537-, 2728545- (580)	77, 49, 14	580, 580, 580	36782492, 3274129, 60915537, 2728545,25779977, 60915537, 2728545,24065316, 3274129, 60915537, 2728545	1	525	612	Different	(77) 36782492-, 3274129-, 60915537-, 2728545- (580) , (49) 25779977-, 60915537-, 2728545- (580) , (14) 24065316+, 3274129-, 60915537-, 2728545- (580)	77, 49, 14	580, 580, 580	36782492, 3274129, 60915537, 2728545,25779977, 60915537, 2728545,24065316, 3274129, 60915537, 2728545	14	627	24065316, 3274129, 60915537, 2728545	Different	1	525	612	14	627	24065316, 3274129, 60915537, 2728545	Different
133	gb|U59183|+|939-1740|ARO:3001408|OXA-13	(72) 32592258-, 758212-, 74766869- (55) , (72) 32592258-, 758212-, 32575361- (55) , (72) 32592252-, 26012357-, 758212-, 74766869- (55) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 74766869- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55)	72, 72, 72, 72, 23, 23	55, 55, 55, 55, 55, 55	32592258, 758212, 74766869,32592258, 758212, 32575361,32592252, 26012357, 758212, 74766869,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 74766869,31339125, 26012357, 758212, 32575361	1	626	801	Different	(72) 32592258-, 758212-, 74766869- (55) , (72) 32592258-, 758212-, 32575361- (55) , (72) 32592252-, 26012357-, 758212-, 74766869- (55) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 74766869- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55)	72, 72, 72, 72, 23, 23	55, 55, 55, 55, 55, 55	32592258, 758212, 74766869,32592258, 758212, 32575361,32592252, 26012357, 758212, 74766869,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 74766869,31339125, 26012357, 758212, 32575361	72	872	32592258, 758212	Different	1	626	801	72	872	32592258, 758212	Different
134	gb|U63835|+|127-955|ARO:3001410|OXA-15	(71) 32571183-, 5674312+ (158) , (71) 32571183-, 24348369+ (158)	71, 71	158, 158	32571183, 5674312,32571183, 24348369	71	740	828	Different	(71) 32571183-, 5674312+ (158) , (71) 32571183-, 24348369+ (158)	71, 71	158, 158	32571183, 5674312,32571183, 24348369	71	898	32571183, 5674312	Different	71	740	828	71	898	32571183, 5674312	Different
135	gb|X02340.1|+|222-1194|ARO:3004089|ANT(3'')-IIa	0	0	0	0	1	380	972	Different	0	0	0	0	3	967	31214326, 15299651, 77161691, 15936737, 31689609, 31674241, 385047	Different	1	380	972	3	967	31214326, 15299651, 77161691, 15936737, 31689609, 31674241, 385047	Different
136	gb|X07753|+|102-882|ARO:3002652|APH(3')-VIa	(180) 6903442+, 506744- (243) , (180) 6903442+, 86408359- (241)	180, 180	243, 241	6903442, 506744,6903442, 86408359	180	716	780	Different	(180) 6903442+, 506744- (243) , (180) 6903442+, 86408359- (241)	180, 180	243, 241	6903442, 506744,6903442, 86408359	180	959	6903442, 506744	Different	180	716	780	180	959	6903442, 506744	Different
137	gb|X13543.1|+|185-1046|ARO:3002533|AAC(3)-IIa	(130) 605844+ (990)	130	990	605844	130	935	861	Different	(130) 605844+ (990)	130	990	605844	130	990	605844	Full	130	935	861	130	990	605844	Different
138	gb|X75562|+|134-935|ARO:3001402|OXA-7	(72) 32592258-, 758212-, 74766869- (55) , (72) 32592258-, 758212-, 32575361- (55) , (72) 32592252-, 26012357-, 758212-, 74766869- (55) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 74766869- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55)	72, 72, 72, 72, 23, 23	55, 55, 55, 55, 55, 55	32592258, 758212, 74766869,32592258, 758212, 32575361,32592252, 26012357, 758212, 74766869,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 74766869,31339125, 26012357, 758212, 32575361	1	626	801	Different	(72) 32592258-, 758212-, 74766869- (55) , (72) 32592258-, 758212-, 32575361- (55) , (72) 32592252-, 26012357-, 758212-, 74766869- (55) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 74766869- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55)	72, 72, 72, 72, 23, 23	55, 55, 55, 55, 55, 55	32592258, 758212, 74766869,32592258, 758212, 32575361,32592252, 26012357, 758212, 74766869,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 74766869,31339125, 26012357, 758212, 32575361	72	872	32592258, 758212	Different	1	626	801	72	872	32592258, 758212	Different
139	gb|Z21523|+|0-1974|ARO:3000191|tetQ	(142) 4764923-, 2707722+, 11583809+, 43494081-, 43494077+, 3922650- (68) , (142) 4764923-, 2707722+, 11583809+, 43494081-, 43494077+, 5665756- (55) , (1106) 1240540-, 2707722+, 11583809+, 43494081-, 43494077+, 3922650- (68) , (1106) 1240540-, 2707722+, 11583809+, 43494081-, 43494077+, 5665756- (55) , (142) 4764923-, 2707722+, 11583809+, 32331787+ (80) , (1106) 1240540-, 2707722+, 11583809+, 32331787+ (80) , (142) 4764923-, 2707722+, 5350057-, 5350055+, 24112660+, 43494077+ , 2707722+, 5350057-, 5350055+, 24112660+, 43494077+, 3922650- (68) , 2707722+, 5350057-, 5350055+, 24112660+, 43494077+, 5665756- (55) , (1106) 1240540-, 2707722+, 5350057-, 5350055+, 24112660+, 43494077+ , (142) 4764923-, 2707722+, 5350057-, 31491341+ (202) , (1106) 1240540-, 2707722+, 5350057-, 31491341+ (202) , (142) 4764923-, 2707722+, 5350057-, 5350055+, 31491343+ (194) , (1106) 1240540-, 2707722+, 5350057-, 5350055+, 31491343+ (194)	142, 142, 1106, 1106, 142, 1106, 142, 68, 55, 1106, 142, 1106, 142, 1106	68, 55, 68, 55, 80, 80, 43494077, 68, 55, 43494077, 202, 202, 194, 194	4764923, 2707722, 11583809, 43494081, 43494077, 3922650,4764923, 2707722, 11583809, 43494081, 43494077, 5665756,1240540, 2707722, 11583809, 43494081, 43494077, 3922650,1240540, 2707722, 11583809, 43494081, 43494077, 5665756,4764923, 2707722, 11583809, 32331787,1240540, 2707722, 11583809, 32331787,4764923, 2707722, 5350057, 5350055, 24112660, 43494077,2707722, 5350057, 5350055, 24112660, 43494077, 3922650,2707722, 5350057, 5350055, 24112660, 43494077, 5665756,1240540, 2707722, 5350057, 5350055, 24112660, 43494077,4764923, 2707722, 5350057, 31491341,1240540, 2707722, 5350057, 31491341,4764923, 2707722, 5350057, 5350055, 31491343,1240540, 2707722, 5350057, 5350055, 31491343	1	1708	1974	Different	(142) 4764923-, 2707722+, 11583809+, 43494081-, 43494077+, 3922650- (68) , (142) 4764923-, 2707722+, 11583809+, 43494081-, 43494077+, 5665756- (55) , (1106) 1240540-, 2707722+, 11583809+, 43494081-, 43494077+, 3922650- (68) , (1106) 1240540-, 2707722+, 11583809+, 43494081-, 43494077+, 5665756- (55) , (142) 4764923-, 2707722+, 11583809+, 32331787+ (80) , (1106) 1240540-, 2707722+, 11583809+, 32331787+ (80) , (142) 4764923-, 2707722+, 5350057-, 5350055+, 24112660+, 43494077+ , 2707722+, 5350057-, 5350055+, 24112660+, 43494077+, 3922650- (68) , 2707722+, 5350057-, 5350055+, 24112660+, 43494077+, 5665756- (55) , (1106) 1240540-, 2707722+, 5350057-, 5350055+, 24112660+, 43494077+ , (142) 4764923-, 2707722+, 5350057-, 31491341+ (202) , (1106) 1240540-, 2707722+, 5350057-, 31491341+ (202) , (142) 4764923-, 2707722+, 5350057-, 5350055+, 31491343+ (194) , (1106) 1240540-, 2707722+, 5350057-, 5350055+, 31491343+ (194)	142, 142, 1106, 1106, 142, 1106, 142, 68, 55, 1106, 142, 1106, 142, 1106	68, 55, 68, 55, 80, 80, 43494077, 68, 55, 43494077, 202, 202, 194, 194	4764923, 2707722, 11583809, 43494081, 43494077, 3922650,4764923, 2707722, 11583809, 43494081, 43494077, 5665756,1240540, 2707722, 11583809, 43494081, 43494077, 3922650,1240540, 2707722, 11583809, 43494081, 43494077, 5665756,4764923, 2707722, 11583809, 32331787,1240540, 2707722, 11583809, 32331787,4764923, 2707722, 5350057, 5350055, 24112660, 43494077,2707722, 5350057, 5350055, 24112660, 43494077, 3922650,2707722, 5350057, 5350055, 24112660, 43494077, 5665756,1240540, 2707722, 5350057, 5350055, 24112660, 43494077,4764923, 2707722, 5350057, 31491341,1240540, 2707722, 5350057, 31491341,4764923, 2707722, 5350057, 5350055, 31491343,1240540, 2707722, 5350057, 5350055, 31491343	142	2115	4764923, 2707722, 11583809, 43494081, 43494077, 3922650	Different	1	1708	1974	142	2115	4764923, 2707722, 11583809, 43494081, 43494077, 3922650	Different
140	gb|Z22590|+|154-955|ARO:3001406|OXA-11	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	1	626	801	Different	(72) 32592252-, 26012357-, 758212-, 74766869-, 32267955- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 32267955- (52) , (72) 32592252-, 26012357-, 758212-, 74766869-, 27276706- (52) , (23) 31339125-, 26012357-, 758212-, 74766869-, 27276706- (52) , (72) 32592252-, 26012357-, 758212-, 32575361- (55) , (23) 31339125-, 26012357-, 758212-, 32575361- (55) , (72) 32592258-, 758212-, 74766869-, 27276706- (52) , (72) 32592258-, 758212-, 74766869-, 32267955- (52) , (72) 32592258-, 758212-, 32575361- (55)	72, 23, 72, 23, 72, 23, 72, 72, 72	52, 52, 52, 52, 55, 55, 52, 52, 55	32592252, 26012357, 758212, 74766869, 32267955,31339125, 26012357, 758212, 74766869, 32267955,32592252, 26012357, 758212, 74766869, 27276706,31339125, 26012357, 758212, 74766869, 27276706,32592252, 26012357, 758212, 32575361,31339125, 26012357, 758212, 32575361,32592258, 758212, 74766869, 27276706,32592258, 758212, 74766869, 32267955,32592258, 758212, 32575361	8	808	26012357, 758212	Different	1	626	801	8	808	26012357, 758212	Different
