Unnamed: 0	Query	Path_Bandage	Start_Bandage	End_Bandage	Extracted_Path	Start_SPAligner	End_SPAligner	Length_SPAligner	Path_SPAligner	Path_GraphAligner	Start_GraphAligner	End_GraphAligner	BandageVSSPAligner	FinalResultsBandageVSSPAligner	SPAlignerVSGraphAligner	FinalResultsSPAlignerVSGraphAligner	BandageVSGraphAligner	ResultsBandageVSGraphAligner	FinalResultBandageVSGraphAligner
411	gb|HM570035|+|0-825|ARO:3001473|OXA-179	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
412	gb|HM570036|+|0-825|ARO:3001474|OXA-180	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
413	gb|HM751100|+|0-861|ARO:3001157|SHV-108	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
414	gb|HM751103.1|+|0-864|ARO:3001169|SHV-122	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
415	gb|HQ111474|+|1056-1857|ARO:3001475|OXA-183	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
416	gb|HQ317449|+|0-861|ARO:3001373|TEM-182	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
417	gb|HQ425492|+|0-822|ARO:3001479|OXA-194	(54150) 246080- (54971)	54150	54971	246080	54149	54916	767	246080	246080	54150	54971	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
418	gb|HQ425493|+|0-822|ARO:3001480|OXA-195	(54150) 246080- (54971)	54150	54971	246080	54149	54916	767	246080	246080	54150	54971	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
419	gb|HQ425494|+|0-822|ARO:3001481|OXA-196	(54150) 246080- (54971)	54150	54971	246080	54149	54916	767	246080	246080	54150	54971	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
420	gb|HQ425495|+|0-822|ARO:3001482|OXA-197	(54150) 246080- (54971)	54150	54971	246080	54149	54916	767	246080	246080	54150	54971	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
421	gb|HQ529916|+|110-971|ARO:3001045|TEM-183	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
422	gb|HQ637576|+|0-861|ARO:3001179|SHV-135	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
423	gb|HQ661362|+|71-932|ARO:3001168|SHV-121	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
424	gb|HQ661363|+|71-932|ARO:3001181|SHV-137	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
425	gb|HQ662682.1|+|0-1152|ARO:3003878|ADC-56	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
426	gb|HQ734811|+|0-825|ARO:3001665|OXA-200	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
427	gb|HQ734812|+|0-825|ARO:3001666|OXA-201	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
428	gb|HQ734813|+|0-825|ARO:3001667|OXA-202	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
429	gb|HQ845196|+|0-861|ARO:3001109|SHV-52	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
430	gb|HQ877606|+|0-861|ARO:3001056|TEM-197	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
431	gb|HQ877615|+|0-861|ARO:3001159|SHV-110	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
432	gb|HQ998857|+|0-825|ARO:3001664|OXA-203	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
433	gb|JCMW02000002.1|-|55721-56522|ARO:3004489|OXA-663	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
434	gb|JEXY01000001.1|+|379-1531|ARO:3003888|ADC-82	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
435	gb|JF265068.1|+|954-2106|ARO:3004617|ADC-30	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
436	gb|JF795538|+|0-861|ARO:3001374|TEM-185	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
437	gb|JF812965|+|0-861|ARO:3001167|SHV-120	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
438	gb|JF949915|+|0-754|ARO:3001052|TEM-192	(77) 3478183- (829)	77	829	3478183	76	774	698	3478183	3478183	77	829	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
439	gb|JF969163|+|1053-1893|ARO:3000410|sul1	"(1307) 104600-, 81638+ (31) , (1307) 104600-, 126366- (31)"	"1307, 1307"	"31, 31"	"104600, 81638,104600, 126366"	1306	2091	785	104600	104600	1307	2146	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
440	gb|JN051143|+|0-861|ARO:3001182|SHV-140	(19) 1612535+ (877)	19	877	1612535	18	822	804	1612535	1612535	19	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
441	gb|JN118546|+|1761-2562|ARO:3001500|OXA-251	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
442	gb|JN211012|+|213-1074|ARO:3001048|TEM-188	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
443	gb|JN215211|+|0-825|ARO:3001668|OXA-219	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
444	gb|JN227084|+|308-1169|ARO:3001046|TEM-186	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
445	gb|JN248564|+|0-825|ARO:3001669|OXA-223	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
446	gb|JN254627|+|0-861|ARO:3001049|TEM-189	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
447	gb|JN408080|+|0-657|ARO:3002802|QnrVC5	(293) 53070132+ (949)	293	949	53070132	292	894	602	53070132	53070132	293	949	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
448	gb|JN416112|+|0-861|ARO:3001050|TEM-190	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
449	gb|JN603240|+|0-825|ARO:3001489|OXA-217	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
450	gb|JN638887|+|0-822|ARO:3001493|OXA-225	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
451	gb|JN861779|+|0-825|ARO:3001710|OXA-211	(157) 5350482- (984)	157	984	5350482	156	929	773	5350482	5350482	157	984	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
452	gb|JN861780|+|0-825|ARO:3001711|OXA-212	(157) 5350482- (984)	157	984	5350482	156	929	773	5350482	5350482	157	984	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
453	gb|JN935135|+|0-861|ARO:3001053|TEM-193	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
454	gb|JN935136|+|0-861|ARO:3001054|TEM-194	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
455	gb|JN935137|+|0-861|ARO:3001055|TEM-195	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
456	gb|JQ029959|+|28-889|ARO:3001184|SHV-142	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
457	gb|JQ034306|+|0-861|ARO:3001376|TEM-196	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
458	gb|JQ319653.1|+|0-1152|ARO:3004618|ADC-58	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
459	gb|JQ319654.1|+|0-1152|ARO:3004619|ADC-59	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
460	gb|JQ340365|+|0-1434|ARO:3003583|basS	(8465) 239113+ (9892)	8465	9892	239113	8468	9837	1369	239113	239113	8459	9892	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	MatchOnPathAndEnd	SinglePathMatch	SinglePathMatch
461	gb|JQ341060.1|-|881-1742|ARO:3001344|SHV-143	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
462	gb|JQ388884|+|0-861|ARO:3001183|SHV-141	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
463	gb|JQ692087.1|+|0-1152|ARO:3004620|ADC-60	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
464	gb|JQ753702.1|+|0-1152|ARO:3003879|ADC-61	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
465	gb|JQ808129|+|633-1188|ARO:3002546|AAC(6')-Ib	(78) 104606+ (632)	78	632	104606	77	577	500	104606	104606	78	632	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
466	gb|JQ837239|+|0-822|ARO:3001498|OXA-239	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
467	gb|JQ867374.1|+|0-1152|ARO:3004632|ADC-62	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
468	gb|JQ926986|+|0-861|ARO:3001345|SHV-144	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
469	gb|JX013655|+|0-861|ARO:3001185|SHV-145	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
470	gb|JX025021|+|0-825|ARO:3001679|OXA-241	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
471	gb|JX025022|+|0-825|ARO:3001680|OXA-242	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
472	gb|JX042489|+|141-1002|ARO:3000890|TEM-19	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
473	gb|JX050178|+|0-853|ARO:3001058|TEM-199	"(55) 3478183-, 50639855- (37) , (55) 3478183-, 36393793+ (37)"	"55, 55"	"37, 37"	"3478183, 50639855,3478183, 36393793"	0	0	0		0	0	0	Different	Different	Different	Different	Different	Different	Different
474	gb|JX089628|+|0-801|ARO:3001499|OXA-240	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
475	gb|JX121114|+|0-858|ARO:3001186|SHV-147	(17) 1612535+ (874)	17	874	1612535	16	819	803	1612535	1612535	17	874	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
476	gb|JX121115|+|0-858|ARO:3001187|SHV-148	(17) 1612535+ (872)	17	872	1612535	16	817	801	1612535	1612535	17	874	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	MatchOnPathAndStart	SinglePathMatch	SinglePathMatch
477	gb|JX121116|+|0-858|ARO:3001188|SHV-149	(17) 1612535+ (874)	17	874	1612535	16	819	803	1612535	1612535	17	874	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
478	gb|JX121117|+|0-858|ARO:3001189|SHV-150	(17) 1612535+ (874)	17	874	1612535	16	819	803	1612535	1612535	17	874	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
479	gb|JX121118|+|0-858|ARO:3001190|SHV-151	(17) 1612535+ (874)	17	874	1612535	16	819	803	1612535	1612535	17	874	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
480	gb|JX121119|+|0-858|ARO:3001191|SHV-152	(17) 1612535+ (874)	17	874	1612535	16	819	803	1612535	1612535	17	874	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
481	gb|JX121120|+|0-858|ARO:3001192|SHV-153	(17) 1612535+ (874)	17	874	1612535	16	819	803	1612535	1612535	17	874	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
482	gb|JX121121|+|0-858|ARO:3001193|SHV-154	(17) 1612535+ (874)	17	874	1612535	16	819	803	1612535	1612535	17	874	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
483	gb|JX121122|+|0-858|ARO:3001194|SHV-155	(17) 1612535+ (872)	17	872	1612535	16	817	801	1612535	1612535	17	874	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	MatchOnPathAndStart	SinglePathMatch	SinglePathMatch
484	gb|JX121123|+|0-861|ARO:3001195|SHV-156	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
485	gb|JX121124|+|0-861|ARO:3001196|SHV-157	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
486	gb|JX121125|+|0-858|ARO:3001197|SHV-158	(17) 1612535+ (874)	17	874	1612535	16	819	803	1612535	1612535	17	874	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
487	gb|JX121126|+|0-858|ARO:3001198|SHV-159	(17) 1612535+ (874)	17	874	1612535	16	819	803	1612535	1612535	17	874	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
488	gb|JX121127|+|0-861|ARO:3001199|SHV-160	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
489	gb|JX121128|+|0-861|ARO:3001200|SHV-161	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
490	gb|JX121129|+|0-858|ARO:3001201|SHV-162	(17) 1612535+ (874)	17	874	1612535	16	819	803	1612535	1612535	17	874	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
491	gb|JX121130|+|0-858|ARO:3001202|SHV-163	(17) 1612535+ (872)	17	872	1612535	16	817	801	1612535	1612535	17	874	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	MatchOnPathAndStart	SinglePathMatch	SinglePathMatch
492	gb|JX121131|+|0-858|ARO:3001203|SHV-165	(17) 1612535+ (874)	17	874	1612535	16	819	803	1612535	1612535	17	874	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
493	gb|JX169789.1|+|0-1152|ARO:3004633|ADC-67	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
494	gb|JX268631|+|0-861|ARO:3001091|SHV-33	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
495	gb|JX310327|+|0-861|ARO:3001378|TEM-201	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
496	gb|JX865394.1|+|0-825|ARO:3003597|OXA-441	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
497	gb|JX870080|+|0-861|ARO:3001352|SHV-168	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
498	gb|K00544|+|0-663|ARO:3002672|Bacillus_pumilus_cat86	(2120) 1262438- (2781)	2120	2781	1262438	2119	2726	607	1262438	1262438	2120	2781	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
499	gb|KC149518|+|0-861|ARO:3001369|TEM-153	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
500	gb|KC292503|+|4334-5195|ARO:3000904|TEM-34	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
501	gb|KC783461|+|0-861|ARO:3001383|TEM-206	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
502	gb|KC818234|+|0-861|ARO:3001384|TEM-207	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
503	gb|KC865667|+|183-1044|ARO:3001385|TEM-208	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
504	gb|KC866352.1|+|0-1152|ARO:3004493|ADC-68	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
505	gb|KC900516|+|0-858|ARO:3001382|TEM-205	"(47) 3478183-, 50639855- (34) , (47) 3478183-, 36393793+ (34)"	"47, 47"	"34, 34"	"3478183, 50639855,3478183, 36393793"	46	849	803	3478183	3478183	47	904	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
506	gb|KF048907.1|+|0-825|ARO:3001524|OXA-336	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
507	gb|KF048909|+|0-825|ARO:3001526|OXA-338	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
508	gb|KF048911.1|+|0-825|ARO:3001527|OXA-339	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
509	gb|KF048913.1|+|0-825|ARO:3001529|OXA-341	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
510	gb|KF048915.1|+|0-825|ARO:3001530|OXA-342	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
511	gb|KF048917.1|+|0-825|ARO:3001532|OXA-344	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
512	gb|KF048918.1|+|0-825|ARO:3001533|OXA-345	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
513	gb|KF048919.1|+|0-825|ARO:3001534|OXA-346	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
514	gb|KF057027|+|0-825|ARO:3001443|OXA-121	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
515	gb|KF057029|+|0-825|ARO:3001683|OXA-312	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
